IT8.7/2                                                                              
ORIGINATOR           "X-Rite, Inc."
DESCRIPTOR           "IT8.7/2 Reference Data File, 5x7 Fujicolor, ver2.2"
CREATED              "Thursday, June 17, 2021"
MANUFACTURER         "X-Rite, Inc."
PROD_DATE            "2021:06"
SERIAL               "Batch Average Data"
MATERIAL             "Fuji Fujicolor Product Family"
NUMBER_OF_FIELDS           11
BEGIN_DATA_FORMAT
SAMPLE_ID               XYZ_X   XYZ_Y   XYZ_Z   LAB_L   LAB_A   LAB_B STDEV_X STDEV_Y STDEV_Z  STDEV_DE
END_DATA_FORMAT
NUMBER_OF_SETS 288
#
BEGIN_DATA
#ID                        X       Y       Z       L       A       B     SD_X     SD_Y    SD_Z     SD_dE
A01                      1.80    1.43    0.98   12.15   11.41    2.89    0.06     0.04    0.03      0.46
A02                      2.40    1.66    0.88   13.59   18.35    7.02    0.07     0.04    0.02      0.49
A03                      3.28    2.08    1.04   15.92   24.44    8.54    0.11     0.07    0.04      0.44
A04                      4.44    2.68    1.26   18.73   29.51   10.25    0.12     0.07    0.04      0.39
A05                      6.37    5.39    4.38   27.80   13.31    0.35    0.18     0.14    0.14      0.47
A06                      7.51    5.08    3.48   26.97   28.30    4.49    0.13     0.08    0.09      0.36
A07                      9.88    5.71    2.76   28.67   41.41   12.56    0.15     0.09    0.07      0.29
A08                     13.83    7.25    2.60   32.36   53.23   20.26    0.11     0.07    0.08      0.14
A09                     25.04   22.90   17.84   54.97   13.10    2.32    0.24     0.21    0.24      0.23
A10                     27.07   23.05   16.61   55.12   20.85    5.41    0.17     0.14    0.14      0.16
A11                     29.34   23.23   15.45   55.30   28.96    8.53    0.19     0.15    0.22      0.15
A12                     31.22   22.96   14.16   55.03   37.18   11.33    0.14     0.12    0.17      0.08
A13                     70.65   74.25   66.36   89.04   -2.00   -4.88    0.16     0.19    0.11      0.09
A14                     72.16   70.73   64.76   87.35    8.46   -6.28    0.20     0.22    0.13      0.09
A15                     74.04   76.51   58.02   90.10    0.54    5.08    0.33     0.34    0.23      0.17
A16                     64.76   65.86   55.45   84.93    2.83   -1.17    0.28     0.30    0.22      0.15
A17                     70.07   69.39   56.09   86.70    6.88    1.21    0.22     0.23    0.23      0.11
A18                     68.48   72.81   57.48   88.36   -3.72    2.63    0.20     0.21    0.25      0.10
A19                     66.43   67.18   64.26   85.59    3.71   -8.84    0.20     0.21    0.10      0.09
A20                      7.86   12.79   26.08   42.45  -35.19  -35.46    0.08     0.10    0.23      0.15
A21                     15.85    7.68   16.55   33.30   61.37  -32.07    0.16     0.08    0.17      0.28
A22                     28.53   27.15    2.02   59.11    9.42   71.42    0.24     0.22    0.03      0.25
B01                      1.60    1.35    0.76   11.60    8.44    5.73    0.05     0.03    0.01      0.49
B02                      1.91    1.41    0.61   12.04   14.41    9.33    0.07     0.05    0.02      0.55
