IT8.7/2                                                                              
ORIGINATOR           "X-Rite, Inc."
DESCRIPTOR           "IT8.7/2 Reference Data File, 5x7 Fujicolor, ver2.2"
CREATED              "Tuesday, June 15, 2021"
MANUFACTURER         "X-Rite, Inc."
PROD_DATE            "2021:02"
SERIAL               "Batch Average Data"
MATERIAL             "Fuji Fujicolor Product Family"
NUMBER_OF_FIELDS           11
BEGIN_DATA_FORMAT
SAMPLE_ID               XYZ_X   XYZ_Y   XYZ_Z   LAB_L   LAB_A   LAB_B STDEV_X STDEV_Y STDEV_Z  STDEV_DE
END_DATA_FORMAT
NUMBER_OF_SETS 288
#
BEGIN_DATA
#ID                        X       Y       Z       L       A       B     SD_X     SD_Y    SD_Z     SD_dE
A01                      1.87    1.51    1.03   12.65   10.82    2.96    0.03     0.03    0.02      0.17
A02                      2.50    1.74    0.94   14.07   18.28    6.80    0.04     0.04    0.03      0.21
A03                      3.39    2.18    1.08   16.40   24.11    8.72    0.07     0.05    0.03      0.24
A04                      4.58    2.79    1.31   19.19   29.40   10.40    0.07     0.06    0.04      0.20
A05                      6.52    5.57    4.53   28.30   12.79    0.37    0.07     0.08    0.07      0.14
A06                      7.50    5.23    3.60   27.38   26.44    4.40    0.12     0.09    0.05      0.22
A07                      9.62    5.65    2.91   28.52   39.99   11.14    0.12     0.08    0.05      0.18
A08                     13.82    7.32    2.72   32.51   52.54   19.56    0.13     0.08    0.05      0.20
A09                     25.27   23.61   17.82   55.69   10.97    3.62    0.25     0.26    0.21      0.25
A10                     26.82   23.35   16.48   55.43   18.51    6.24    0.25     0.26    0.21      0.22
A11                     29.24   23.59   15.21   55.67   27.00    9.75    0.30     0.29    0.18      0.24
A12                     31.45   23.43   14.20   55.52   35.93   12.06    0.26     0.27    0.19      0.13
A13                     70.51   74.13   65.53   88.98   -2.04   -4.21    0.22     0.23    0.18      0.10
A14                     73.21   72.38   64.48   88.15    7.21   -4.64    0.16     0.18    0.16      0.07
A15                     75.09   77.26   60.14   90.44    1.22    3.53    0.22     0.22    0.21      0.11
A16                     66.56   68.01   58.31   86.01    2.18   -2.25    0.16     0.18    0.25      0.09
A17                     71.75   71.27   58.50   87.62    6.47    0.32    0.18     0.21    0.22      0.10
A18                     69.25   73.32   59.60   88.60   -3.11    0.91    0.16     0.16    0.23      0.08
A19                     67.35   68.54   63.99   86.28    2.79   -7.40    0.26     0.27    0.22      0.12
A20                      7.89   13.01   25.89   42.77  -36.27  -34.57    0.08     0.13    0.23      0.21
A21                     15.81    7.74   16.61   33.43   60.58  -31.99    0.14     0.08    0.18      0.28
A22                     28.63   27.45    2.06   59.39    8.62   71.56    0.22     0.21    0.03      0.41
B01                      1.60    1.39    0.79   11.88    7.32    5.61    0.06     0.05    0.03      0.31
B02                      2.08    1.55    0.67   12.91   14.61    9.61    0.05     0.04    0.02      0.29
B03                      2.71    1.82    0.60   14.52   20.38   13.68    0.07     0.05    0.02      0.40
