IT8.7/2                                                                              
ORIGINATOR           "X-Rite, Inc."
DESCRIPTOR           "IT8.7/2 Reference Data File, 5x7 Fujicolor, ver2.2"
CREATED              "Tuesday, June 15, 2021"
MANUFACTURER         "X-Rite, Inc."
PROD_DATE            "2021:01"
SERIAL               "Batch Average Data"
MATERIAL             "Fuji Fujicolor Product Family"
NUMBER_OF_FIELDS           11
BEGIN_DATA_FORMAT
SAMPLE_ID               XYZ_X   XYZ_Y   XYZ_Z   LAB_L   LAB_A   LAB_B STDEV_X STDEV_Y STDEV_Z  STDEV_DE
END_DATA_FORMAT
NUMBER_OF_SETS 288
#
BEGIN_DATA
#ID                        X       Y       Z       L       A       B     SD_X     SD_Y    SD_Z     SD_dE
A01                      1.74    1.37    0.93   11.78   11.31    2.99    0.03     0.03    0.01      0.28
A02                      2.35    1.60    0.84   13.24   18.83    7.11    0.06     0.04    0.02      0.32
A03                      3.21    2.03    0.99   15.63   24.49    8.79    0.05     0.03    0.02      0.35
A04                      4.17    2.51    1.15   17.96   29.08   10.44    0.07     0.04    0.01      0.37
A05                      5.93    5.00    4.05   26.72   13.20    0.47    0.12     0.09    0.09      0.33
A06                      7.17    4.90    3.27   26.44   27.29    4.99    0.12     0.08    0.05      0.33
A07                      9.13    5.30    2.62   27.57   40.07   11.80    0.12     0.07    0.05      0.29
A08                     13.13    6.89    2.44   31.56   52.23   20.13    0.10     0.05    0.03      0.22
A09                     23.48   21.33   16.36   53.31   13.48    2.89    0.21     0.18    0.20      0.21
A10                     24.90   21.18   15.20   53.14   20.38    5.41    0.23     0.20    0.20      0.23
A11                     27.09   21.39   13.98   53.37   28.46    8.96    0.20     0.16    0.16      0.20
A12                     29.36   21.50   13.06   53.49   36.83   11.65    0.21     0.18    0.22      0.14
A13                     70.48   74.39   67.13   89.11   -2.65   -5.48    0.44     0.51    0.60      0.25
A14                     72.56   70.87   65.59   87.42    9.00   -6.95    0.50     0.53    0.61      0.26
A15                     75.44   77.78   60.73   90.68    0.90    3.36    0.53     0.58    0.63      0.26
A16                     65.38   66.36   58.53   85.18    3.14   -3.91    0.25     0.28    0.46      0.15
A17                     71.03   69.83   58.98   86.91    7.99   -1.38    0.47     0.50    0.56      0.24
