IT8.7/2                                                                              
ORIGINATOR           "X-Rite, Inc."
DESCRIPTOR           "IT8.7/2 Reference Data File, 5x7 Fujicolor, ver2.2"
CREATED              "Tuesday, June 15, 2021"
MANUFACTURER         "X-Rite, Inc."
PROD_DATE            "2021:05"
SERIAL               "Batch Average Data"
MATERIAL             "Fuji Fujicolor Product Family"
NUMBER_OF_FIELDS           11
BEGIN_DATA_FORMAT
SAMPLE_ID               XYZ_X   XYZ_Y   XYZ_Z   LAB_L   LAB_A   LAB_B STDEV_X STDEV_Y STDEV_Z  STDEV_DE
END_DATA_FORMAT
NUMBER_OF_SETS 288
#
BEGIN_DATA
#ID                        X       Y       Z       L       A       B     SD_X     SD_Y    SD_Z     SD_dE
A01                      1.73    1.38    0.93   11.79   11.00    3.03    0.07     0.06    0.02      0.54
A02                      2.28    1.59    0.84   13.16   17.73    6.94    0.09     0.06    0.02      0.67
A03                      3.06    1.96    0.98   15.28   23.41    8.29    0.12     0.07    0.03      0.68
A04                      4.11    2.51    1.19   17.96   28.27    9.93    0.15     0.09    0.03      0.68
A05                      5.97    5.08    4.07   26.96   12.57    0.72    0.23     0.19    0.15      0.59
A06                      6.97    4.76    3.22   26.04   27.10    4.67    0.21     0.15    0.11      0.53
A07                      9.09    5.29    2.55   27.55   39.86   12.35    0.20     0.11    0.07      0.48
A08                     12.92    6.81    2.44   31.36   51.73   19.80    0.22     0.12    0.08      0.28
A09                     23.61   21.72   16.83   53.72   12.27    2.49    0.40     0.38    0.30      0.40
A10                     25.67   21.99   15.97   54.01   19.83    5.04    0.46     0.43    0.39      0.41
A11                     27.82   22.08   14.72   54.10   28.23    8.28    0.40     0.36    0.33      0.29
A12                     29.97   22.03   13.57   54.06   36.70   11.22    0.37     0.36    0.34      0.15
A13                     69.23   73.12   65.04   88.50   -2.72   -4.56    0.24     0.22    0.24      0.10
A14                     71.76   70.10   63.55   87.05    8.94   -5.65    0.22     0.28    0.29      0.12
A15                     74.18   76.55   56.93   90.11    0.76    6.23    0.25     0.26    0.45      0.12
A16                     63.87   65.12   54.48   84.55    2.46   -0.79    0.32     0.34    0.45      0.17
A17                     69.94   68.99   54.78   86.50    7.44    2.25    0.26     0.29    0.51      0.13
A18                     67.45   72.01   56.36   87.98   -4.33    3.14    0.30     0.27    0.42      0.12
A19                     65.31   66.28   63.13   85.14    3.16   -8.53    0.26     0.27    0.26      0.14
A20                      7.56   12.44   24.76   41.90  -35.53  -34.06    0.17     0.26    0.38      0.34
A21                     14.74    7.18   15.70   32.21   59.51  -31.91    0.23     0.13    0.28      0.41
A22                     26.72   25.41    1.88   57.48    9.28   70.04    0.38     0.37    0.03      0.56
B01                      1.52    1.29    0.71   11.20    8.10    5.89    0.08     0.06    0.02      0.65
B02                      1.82    1.35    0.57   11.62   14.00    9.24    0.08     0.06    0.02      0.72
B03                      2.56    1.69    0.53   13.79   20.71   13.70    0.11     0.06    0.02      0.85
B04                      3.39    2.12    0.63   16.12   25.29   15.91    0.14     0.08    0.02      0.80
B05                      6.02    5.02    2.98   26.79   13.89    7.65    0.23     0.18    0.09      0.64
B06                      6.60    4.78    1.54   26.10   23.05   19.54    0.21     0.15    0.05      0.64
B07                      9.21    5.42    0.91   27.90   39.32   31.23    0.20     0.12    0.02      0.55
B08                     13.95    7.26    0.57   32.39   53.88   45.00    0.20     0.12    0.02      0.35
B09                     23.56   21.98   14.75   54.00   10.81    8.05    0.46     0.45    0.32      0.47
B10                     25.32   21.87   12.74   53.88   18.93   13.22    0.41     0.37    0.31      0.35
B11                     27.40   22.11   10.47   54.14   26.41   20.44    0.40     0.36    0.26      0.27
B12                     28.94   21.95    9.18   53.97   33.17   24.44    0.33     0.32    0.22      0.19
B13                     58.90   65.59   63.53   84.79  -10.18   -9.54    0.47     0.41    0.28      0.17
B14                     65.22   59.22   59.76   81.41   19.04  -11.66    0.30     0.35    0.41      0.16
B15                     71.60   74.57   44.56   89.19   -0.63   18.51    0.14     0.16    0.42      0.10
B16                     47.72   48.67   40.46   75.25    2.19   -0.38    0.44     0.42    0.51      0.27
B17                     61.26   56.79   40.79   80.06   15.78    7.50    0.23     0.32    0.48      0.11
B18                     54.53   62.59   43.30   83.23  -14.22    9.77    0.45     0.36    0.41      0.12
B19                     50.80   50.72   58.67   76.51    5.09  -19.00    0.40     0.43    0.35      0.22
B20                      4.96    8.12   15.37   34.23  -30.59  -27.59    0.11     0.17    0.29      0.39
B21                      9.53    4.98   10.44   26.67   47.26  -26.82    0.22     0.11    0.25      0.54
B22                     15.88   15.32    1.54   46.06    6.54   53.95    0.35     0.33    0.04      0.71
C01                      2.16    2.04    1.13   15.69    4.24    6.86    0.10     0.09    0.04      0.58
C02                      2.31    2.07    0.80   15.85    6.77   12.34    0.10     0.08    0.02      0.69
C03                      2.83    2.33    0.68   17.13   11.40   16.67    0.11     0.08    0.02      0.70
C04                      3.80    3.04    0.73   20.21   14.04   21.09    0.16     0.12    0.02      0.79
C05                     11.64   10.53    4.96   38.77   10.97   16.12    0.38     0.34    0.17      0.62
C06                     13.97   11.35    2.55   40.16   20.52   34.06    0.33     0.28    0.08      0.51
C07                     16.79   12.45    1.19   41.92   29.57   51.24    0.36     0.27    0.03      0.75
C08                     25.50   17.59    1.10   49.00   40.80   64.58    0.30     0.27    0.02      0.39
C09                     29.32   28.64   17.03   60.46    6.66   13.64    0.49     0.49    0.38      0.41
C10                     30.64   28.29   12.66   60.15   12.94   24.23    0.50     0.48    0.28      0.40
C11                     32.42   28.23    9.84   60.09   19.69   32.77    0.47     0.46    0.24      0.30
C12                     34.16   28.59    7.92   60.42   24.41   40.20    0.45     0.45    0.20      0.25
C13                     50.90   59.64   63.67   81.64  -16.77  -15.09    0.51     0.46    0.23      0.15
C14                     60.74   51.33   57.61   76.88   28.27  -17.28    0.29     0.42    0.37      0.08
C15                     70.91   74.13   36.40   88.98   -1.20   28.76    0.22     0.23    0.50      0.19
C16                     36.47   37.20   31.42   67.43    1.99   -1.12    0.53     0.51    0.47      0.39
C17                     55.21   48.09   32.37   74.88   23.47   10.29    0.29     0.38    0.50      0.12
C18                     45.57   55.74   35.34   79.47  -22.03   13.85    0.57     0.48    0.50      0.12
C19                     40.68   39.58   55.28   69.17    7.89  -28.16    0.47     0.49    0.30      0.20
C20                      3.30    5.25    9.33   27.43  -24.87  -21.82    0.09     0.13    0.21      0.41
