IT8.7/2                                                                              
ORIGINATOR           "X-Rite, Inc."
DESCRIPTOR           "IT8.7/2 Reference Data File, 5x7 Fujicolor, ver2.2"
CREATED              "Tuesday, January 10, 2023"
MANUFACTURER         "X-Rite, Inc."
PROD_DATE            "2022:12"
SERIAL               "Batch Average Data"
MATERIAL             "Fuji Fujicolor Product Family"
NUMBER_OF_FIELDS           11
BEGIN_DATA_FORMAT
SAMPLE_ID               XYZ_X   XYZ_Y   XYZ_Z   LAB_L   LAB_A   LAB_B STDEV_X STDEV_Y STDEV_Z  STDEV_DE
END_DATA_FORMAT
NUMBER_OF_SETS 288
#
BEGIN_DATA
#ID                        X       Y       Z       L       A       B     SD_X     SD_Y    SD_Z     SD_dE
A01                      1.83    1.47    1.02   12.38   10.90    2.69    0.09     0.07    0.04      0.48
A02                      2.45    1.72    0.93   13.92   17.94    6.68    0.11     0.08    0.04      0.49
A03                      3.26    2.10    1.11   16.01   23.72    7.63    0.14     0.09    0.08      0.44
A04                      4.30    2.64    1.29   18.52   28.50    9.50    0.17     0.10    0.07      0.52
A05                      6.45    5.51    4.59   28.13   12.71   -0.24    0.22     0.19    0.17      0.50
A06                      7.46    5.10    3.66   27.02   27.58    3.42    0.24     0.18    0.18      0.39
A07                      9.46    5.55    2.85   28.24   39.91   11.18    0.22     0.14    0.11      0.33
A08                     13.20    7.00    2.72   31.81   51.59   18.33    0.22     0.14    0.11      0.19
A09                     25.13   23.24   18.52   55.32   11.95    1.42    0.42     0.43    0.42      0.40
A10                     26.97   23.25   17.18   55.32   19.57    4.45    0.38     0.39    0.44      0.30
A11                     28.93   23.19   15.85   55.26   27.54    7.48    0.37     0.36    0.39      0.23
A12                     31.08   23.10   14.79   55.18   36.01    9.97    0.39     0.38    0.41      0.17
A13                     69.71   73.26   65.50   88.57   -1.99   -4.88    0.19     0.18    0.16      0.08
A14                     71.88   70.65   64.31   87.31    8.05   -5.92    0.23     0.27    0.19      0.11
A15                     73.94   76.20   58.74   89.95    0.96    4.10    0.21     0.22    0.35      0.11
A16                     65.08   66.30   56.68   85.15    2.60   -2.07    0.22     0.24    0.34      0.12
A17                     70.35   69.76   57.01   86.88    6.69    0.57    0.21     0.24    0.39      0.11
A18                     68.10   72.30   58.38   88.11   -3.48    1.29    0.21     0.19    0.34      0.09
A19                     66.12   67.16   63.74   85.58    3.04   -8.36    0.29     0.29    0.18      0.14
