IT8.7/2                                                                              
ORIGINATOR           "X-Rite, Inc."
DESCRIPTOR           "IT8.7/2 Reference Data File, 5x7 Fujicolor, ver2.2"
CREATED              "Tuesday, June 28, 2022"
MANUFACTURER         "X-Rite, Inc."
PROD_DATE            "2022:06"
SERIAL               "Batch Average Data"
MATERIAL             "Fuji Fujicolor Product Family"
NUMBER_OF_FIELDS           11
BEGIN_DATA_FORMAT
SAMPLE_ID               XYZ_X   XYZ_Y   XYZ_Z   LAB_L   LAB_A   LAB_B STDEV_X STDEV_Y STDEV_Z  STDEV_DE
END_DATA_FORMAT
NUMBER_OF_SETS 288
#
BEGIN_DATA
#ID                        X       Y       Z       L       A       B     SD_X     SD_Y    SD_Z     SD_dE
A01                      1.47    1.17    0.80   10.33   10.38    2.72    0.06     0.05    0.03      0.35
A02                      1.98    1.38    0.75   11.85   16.84    6.36    0.07     0.05    0.03      0.38
A03                      2.69    1.73    0.85   13.99   22.41    8.24    0.10     0.07    0.03      0.38
A04                      3.57    2.18    1.00   16.41   26.96    9.94    0.13     0.09    0.04      0.45
A05                      5.10    4.28    3.40   24.57   12.82    0.85    0.17     0.16    0.13      0.41
A06                      6.21    4.19    2.71   24.29   26.74    5.46    0.20     0.15    0.10      0.43
A07                      8.24    4.79    2.12   26.12   38.70   13.63    0.23     0.15    0.08      0.41
A08                     12.30    6.46    2.03   30.53   51.09   22.12    0.29     0.16    0.08      0.41
A09                     21.45   19.59   15.00   51.36   12.58    2.85    0.56     0.57    0.47      0.60
A10                     23.47   19.83   13.94   51.64   20.63    6.08    0.61     0.57    0.43      0.56
A11                     25.72   20.13   12.92   51.98   28.83    9.42    0.52     0.50    0.39      0.36
A12                     27.74   20.04   11.84   51.88   37.49   12.35    0.52     0.46    0.36      0.28
A13                     68.52   72.70   66.14   88.30   -3.41   -5.94    0.39     0.32    0.15      0.14
A14                     70.42   67.82   64.04   85.92   10.98   -8.07    0.38     0.54    0.24      0.20
A15                     73.62   76.30   55.05   90.00    0.10    8.00    0.22     0.23    0.44      0.11
A16                     61.48   62.20   52.32   83.02    3.54   -1.09    0.54     0.58    0.61      0.31
A17                     68.15   66.49   52.61   85.24    8.98    2.42    0.35     0.52    0.61      0.22
A18                     65.95   71.04   54.51   87.50   -5.60    4.28    0.39     0.30    0.56      0.12
A19                     63.20   63.41   63.38   83.66    4.77  -11.33    0.41     0.48    0.17      0.20
A20                      7.09   11.65   23.20   40.65  -34.68  -33.34    0.15     0.26    0.46      0.53
A21                     14.00    6.81   14.71   31.37   58.60  -30.89    0.33     0.17    0.31      0.53
A22                     25.64   24.33    1.80   56.41    9.39   68.95    0.58     0.58    0.04      0.94
B01                      1.28    1.08    0.64    9.66    7.68    4.62    0.06     0.05    0.03      0.39
B02                      1.58    1.18    0.54   10.39   13.16    7.65    0.07     0.05    0.02      0.42
B03                      2.23    1.48    0.50   12.46   19.67   12.01    0.10     0.07    0.02      0.53
B04                      2.91    1.82    0.57   14.53   24.06   14.35    0.13     0.08    0.02      0.61
B05                      5.18    4.25    2.49   24.48   14.17    7.50    0.20     0.18    0.11      0.53
B06                      5.77    4.08    1.30   23.94   23.43   18.72    0.21     0.16    0.05      0.54
B07                      8.43    4.91    0.79   26.47   38.85   30.76    0.28     0.18    0.04      0.64
B08                     13.48    6.96    0.52   31.71   53.84   44.77    0.27     0.16    0.02      0.47
B09                     21.42   19.83   13.07   51.64   11.25    8.43    0.63     0.65    0.50      0.65
B10                     23.34   19.86   11.19   51.68   19.88   13.96    0.63     0.61    0.42      0.55
B11                     25.35   20.15    9.09   52.00   27.19   21.39    0.55     0.54    0.33      0.40
B12                     26.87   20.05    7.96   51.88   33.98   25.34    0.54     0.51    0.29      0.31
B13                     57.36   64.41   64.39   84.18  -11.29  -11.41    0.53     0.43    0.14      0.14
B14                     63.55   56.48   59.74   79.89   21.82  -14.26    0.46     0.73    0.35      0.14
B15                     70.77   73.99   42.32   88.92   -1.21   20.81    0.20     0.21    0.62      0.18
B16                     44.63   45.17   37.86   73.00    3.12   -0.80    0.75     0.80    0.73      0.52
B17                     58.80   53.54   37.95   78.19   18.00    8.04    0.45     0.67    0.67      0.23
B18                     52.29   60.89   41.18   82.32  -16.05   10.89    0.55     0.43    0.62      0.13
B19                     48.05   47.25   58.27   74.35    6.97  -22.33    0.65     0.72    0.32      0.28
B20                      4.51    7.37   13.85   32.64  -29.50  -26.46    0.14     0.24    0.43      0.66
B21                      8.69    4.55    9.35   25.41   45.68  -25.38    0.28     0.16    0.30      0.62
B22                     14.66   14.07    1.45   44.32    6.80   52.05    0.44     0.45    0.04      0.95
C01                      1.83    1.71    0.98   13.87    4.62    5.93    0.07     0.08    0.05      0.40
C02                      1.97    1.73    0.72   13.99    7.33   10.62    0.09     0.08    0.03      0.63
C03                      2.44    1.97    0.63   15.33   11.69   14.61    0.11     0.10    0.03      0.56
C04                      3.28    2.55    0.66   18.15   14.81   18.88    0.13     0.11    0.03      0.70
C05                     10.31    9.20    4.19   36.36   11.62   16.25    0.36     0.36    0.18      0.61
C06                     12.74   10.18    2.21   38.15   21.26   33.56    0.39     0.37    0.09      0.63
C07                     15.60   11.29    1.07   40.06   30.74   49.68    0.43     0.37    0.05      0.70
C08                     24.35   16.45    1.03   47.56   42.10   63.19    0.46     0.41    0.03      0.56
C09                     27.00   26.09   15.28   58.11    7.64   13.80    0.66     0.68    0.47      0.61
C10                     28.42   25.93   11.14   57.97   13.93   24.95    0.69     0.71    0.38      0.57
C11                     30.32   26.13    8.70   58.15   20.37   33.38    0.58     0.59    0.28      0.45
C12                     31.93   26.34    6.85   58.36   25.41   40.97    0.60     0.60    0.24      0.34
