IT8.7/1                                                                              
ORIGINATOR           "X-Rite, Inc."
DESCRIPTOR           "IT8.7/1 Reference Data File, 4x5 Fujicolor, ver2.2"
CREATED              "Friday, October 30, 2020"
MANUFACTURER         "X-Rite, Inc."
PROD_DATE            "2020:11"
SERIAL               "Batch Average Data"
MATERIAL             "Fuji Fujicolor Product Family"
NUMBER_OF_FIELDS           11
BEGIN_DATA_FORMAT
SAMPLE_ID               XYZ_X   XYZ_Y   XYZ_Z   LAB_L   LAB_A   LAB_B STDEV_X STDEV_Y STDEV_Z  STDEV_DE
END_DATA_FORMAT
NUMBER_OF_SETS 288
#
BEGIN_DATA
#ID                        X       Y       Z       L       A       B     SD_X     SD_Y    SD_Z     SD_dE
A01                      5.98    4.63    1.49   24.92    8.82    2.26    0.21     0.17    0.08      0.49
A02                      6.79    4.61    1.29   24.06   18.27    3.78    0.13     0.10    0.07      0.29
A03                      7.76    4.65    1.09   23.30   27.88    5.72    0.24     0.15    0.07      0.42
A04                      8.85    4.90    0.95   23.33   34.91    8.26    0.17     0.10    0.05      0.29
A05                     22.58   17.23    5.18   47.20   15.81    4.75    0.58     0.49    0.26      0.53
A06                     27.36   18.37    4.68   47.32   30.24    8.12    0.50     0.38    0.20      0.36
A07                     32.03   19.02    4.13   46.69   45.52   10.72    0.73     0.47    0.22      0.45
A08                     36.29   18.74    3.28   44.69   63.27   13.55    0.38     0.21    0.14      0.24
A09                     56.87   46.08   14.81   72.40   14.29    3.61    0.85     0.76    0.38      0.47
A10                     63.59   47.37   13.91   72.21   26.14    6.18    0.56     0.51    0.32      0.25
A11                     69.64   47.75   12.83   71.37   38.54    8.35    0.47     0.47    0.33      0.14
A12                     66.63   43.69   11.20   68.23   44.13    9.17    0.45     0.37    0.27      0.17
A13                     77.76   75.12   29.14   90.21   -8.29   -3.80    0.59     0.46    0.11      0.18
A14                     87.55   73.91   28.16   88.16   12.28   -5.76    0.45     0.43    0.13      0.18
A15                     92.41   83.49   23.19   92.83   -1.46   15.26    0.45     0.42    0.19      0.17
A16                     90.09   80.87   28.72   91.92    2.01   -0.05    0.53     0.48    0.19      0.22
A17                     86.32   72.76   22.18   87.31   10.15    7.73    0.44     0.43    0.20      0.20
A18                     75.62   73.14   22.70   88.99  -10.92    9.90    0.53     0.45    0.29      0.19
A19                     71.08   64.36   27.75   84.40    2.54  -11.27    0.52     0.47    0.14      0.22
A20                      9.03   16.11   16.37   52.21  -41.91  -36.17    0.08     0.16    0.21      0.38
A21                     35.48   17.37   11.86   43.66   76.50  -39.17    0.43     0.23    0.12      0.37
