IT8.7/1                                                                                      
ORIGINATOR           "X-Rite, Inc."                                                          
DESCRIPTOR           "IT8.7/1 Reference Data File, 4x5 Ektachrome"                           
CREATED              "Tuesday, September 17, 2013"                                           
MANUFACTURER         "X-Rite, Inc."                                                          
PROD_DATE            "2013:09"                                                               
SERIAL               "Batch Average Data"                                                    
MATERIAL             "Kodak Ektachrome Product Family"                                       
NUMBER_OF_FIELDS           11                                                                
BEGIN_DATA_FORMAT                                                                            
SAMPLE_ID               XYZ_X   XYZ_Y   XYZ_Z   LAB_L   LAB_A   LAB_B STDEV_X STDEV_Y STDEV_Z  STDEV_DE
END_DATA_FORMAT                                                                              
NUMBER_OF_SETS 288                                                                           
#                                                                                            
BEGIN_DATA                                                                                   
#ID                        X       Y       Z       L       A       B     SD_X    SD_Y    SD_Z     SD_dE
A01                      2.14    1.85    1.31   14.65    8.44    2.55    0.10    0.07    0.04      0.56
A02                      2.40    1.68    1.11   13.69   17.90    3.70    0.11    0.06    0.03      0.56
A03                      2.64    1.51    0.90   12.67   27.02    5.10    0.11    0.06    0.03      0.55
A04                      3.28    1.73    0.82   14.02   32.57    8.73    0.13    0.07    0.03      0.54
A05                     12.41   10.86    7.51   39.33   13.94    5.44    0.38    0.28    0.21      0.53
A06                     14.94   10.86    6.63   39.35   29.95    9.13    0.41    0.27    0.18      0.44
A07                     17.43   10.58    5.70   38.86   46.21   12.52    0.41    0.25    0.16      0.40
A08                     19.32    9.64    4.50   37.18   63.33   15.86    0.35    0.19    0.13      0.30
A09                     41.83   39.45   29.45   69.08   11.80    4.82    0.56    0.45    0.42      0.33
A10                     46.40   39.50   27.47   69.11   24.96    8.15    0.40    0.33    0.39      0.28
A11                     50.28   38.66   24.86   68.50   38.21   11.63    0.25    0.27    0.37      0.31
A12                     47.55   34.34   21.16   65.23   44.89   13.00    0.24    0.27    0.34      0.32
A13                     66.81   74.63   67.26   89.22  -11.09   -5.40    0.47    0.36    0.22      0.18
A14                     74.92   72.83   65.86   88.37    9.83   -5.57    0.27    0.31    0.24      0.12
A15                     78.62   82.87   51.07   92.96   -2.53   17.43    0.24    0.22    0.45      0.21
A16                     79.21   82.36   67.40   92.73   -0.40    0.53    0.28    0.26    0.24      0.09
A17                     71.72   70.37   48.99   87.18    8.29    9.81    0.29    0.34    0.40      0.17
A18                     63.14   71.65   49.49   87.80  -13.22   10.32    0.45    0.35    0.41      0.16
A19                     61.15   63.79   64.95   83.86   -0.83  -12.48    0.46    0.40    0.23      0.17
A20                      9.65   16.06   34.20   47.05  -39.61  -40.39    0.12    0.30    0.27      0.47
A21                     21.44    9.20   25.75   36.37   77.21  -45.37    0.29    0.15    0.11      0.31
A22                     47.36   46.32    1.84   73.76    7.62   98.44    0.37    0.34    0.03      0.19
B01                      3.30    2.96    1.63   19.88    7.63    7.83    0.14    0.10    0.05      0.60
B02                      3.69    2.80    0.94   19.24   16.56   15.82    0.15    0.09    0.03      0.61
B03                      4.08    2.55    0.40   18.15   26.95   23.68    0.19    0.10    0.01      0.73
B04                      4.69    2.50    0.20   17.91   36.26   27.04    0.19    0.09    0.01      0.68
B05                     12.61   10.81    5.14   39.26   15.56   15.99    0.39    0.27    0.15      0.55
B06                     15.65   10.97    2.92   39.52   33.41   30.04    0.39    0.25    0.09      0.50
