IT8.7/1                                                                              
ORIGINATOR           "X-Rite, Inc."
DESCRIPTOR           "IT8.7/1 Reference Data File, 4x5 Fujicolor, ver2.2"
CREATED              "Tuesday, February 8, 2022"
MANUFACTURER         "X-Rite, Inc."
PROD_DATE            "2022:02"
SERIAL               "Batch Average Data"
MATERIAL             "Fuji Fujicolor Product Family"
NUMBER_OF_FIELDS           11
BEGIN_DATA_FORMAT
SAMPLE_ID               XYZ_X   XYZ_Y   XYZ_Z   LAB_L   LAB_A   LAB_B STDEV_X STDEV_Y STDEV_Z  STDEV_DE
END_DATA_FORMAT
NUMBER_OF_SETS 288
#
BEGIN_DATA
#ID                        X       Y       Z       L       A       B     SD_X     SD_Y    SD_Z     SD_dE
A01                      4.18    3.78    3.48   22.91    7.91   -2.50    0.21     0.19    0.20      0.69
A02                      4.53    3.40    2.91   21.55   18.40   -0.78    0.38     0.27    0.19      1.24
A03                      4.60    2.73    2.30   18.93   30.70   -0.41    0.21     0.13    0.14      0.62
A04                      5.03    2.61    1.99   18.40   38.41    1.53    0.40     0.21    0.14      1.31
A05                     18.16   16.29   13.26   47.34   13.57    0.49    0.52     0.45    0.56      0.63
A06                     21.09   15.94   11.74   46.88   30.13    4.03    1.20     0.93    0.74      1.28
A07                     23.05   14.77   10.25   45.32   46.00    5.95    0.61     0.46    0.56      0.40
A08                     24.33   12.67    8.28   42.25   64.83    7.53    0.69     0.40    0.44      0.57
A09                     48.00   45.31   36.82   73.10   12.22    0.79    0.79     0.76    1.07      0.49
A10                     51.13   44.17   34.74   72.33   23.94    2.42    1.17     1.20    1.25      0.64
A11                     55.27   43.38   32.54   71.81   36.85    4.75    0.67     0.80    1.17      0.19
A12                     52.24   39.03   28.75   68.77   42.21    5.45    0.69     0.82    1.12      0.16
A13                     67.32   74.07   66.26   88.96   -8.83   -4.93    0.65     0.57    0.48      0.24
A14                     74.12   71.43   65.13   87.69   11.07   -6.04    0.55     0.65    0.58      0.28
A15                     78.31   82.07   55.45   92.60   -1.63   12.08    0.49     0.48    1.05      0.16
A16                     77.39   80.12   66.48   91.74    0.27   -0.34    0.63     0.65    0.67      0.29
A17                     72.62   70.89   53.21   87.43    9.10    5.55    0.65     0.74    1.06      0.31
A18                     64.75   72.50   53.38   88.21  -11.34    6.71    0.87     0.76    1.03      0.29
A19                     62.45   64.15   64.71   84.04    1.38  -11.95    0.79     0.85    0.61      0.40
A20                     10.79   18.11   37.45   49.63  -41.92  -40.54    0.29     0.42    0.68      0.35
A21                     24.48   10.58   27.17   38.86   80.15  -43.52    0.44     0.22    0.42      0.43
A22                     48.46   49.20    2.08   75.57    2.83   99.29    0.74     0.71    0.05      0.51
B01                      5.90    5.40    4.07   27.84    7.99    2.25    0.24     0.22    0.20      0.60
B02                      6.74    5.40    2.68   27.82   17.01   11.79    0.46     0.35    0.16      1.22
B03                      6.89    4.70    1.18   25.85   27.05   23.60    0.26     0.19    0.07      0.50
B04                      7.30    4.12    0.34   24.06   38.77   35.14    0.49     0.27    0.03      1.63
B05                     18.99   16.91   10.06   48.15   14.39   11.45    0.51     0.44    0.40      0.52
B06                     21.76   16.16    6.35   47.16   32.10   23.88    1.05     0.81    0.40      1.06
B07                     24.62   15.11    3.36   45.78   50.86   37.75    0.49     0.35    0.18      0.23
B08                     23.09   11.05    0.58   39.66   70.58   57.46    0.39     0.21    0.05      0.21
B09                     48.44   46.78   34.75   74.05    9.33    5.36    0.75     0.69    0.93      0.42
B10                     51.24   46.46   29.74   73.84   17.74   12.59    1.04     1.06    1.14      0.52
B11                     53.67   45.38   24.93   73.14   27.09   19.51    0.73     0.81    1.01      0.20
B12                     54.46   43.31   20.28   71.76   35.02   26.07    0.58     0.74    0.90      0.27
B13                     64.58   72.86   67.72   88.38  -12.44   -7.28    0.73     0.67    0.68      0.29
B14                     74.48   69.35   66.47   86.67   16.19   -9.06    0.80     0.85    0.88      0.39
B15                     79.27   83.71   49.74   93.33   -2.83   19.56    0.58     0.58    1.26      0.28
B16                     72.58   75.23   62.35   89.50    0.09   -0.26    0.79     0.79    0.96      0.37
B17                     70.62   66.86   47.65   85.43   13.49    8.35    0.62     0.74    1.16      0.26
B18                     59.23   68.92   46.79   86.46  -16.63   11.13    0.80     0.68    1.00      0.22
B19                     57.07   58.21   65.13   80.85    2.32  -17.84    0.65     0.74    0.60      0.34
B20                      9.42   15.17   29.54   45.86  -36.41  -35.34    0.34     0.44    0.78      0.44
B21                     19.37    8.66   21.76   35.31   71.62  -39.78    0.49     0.24    0.51      0.63
B22                     36.86   37.90    1.88   67.95    1.02   88.08    0.83     0.75    0.05      0.69
C01                      7.47    7.54    5.08   33.00    1.87    5.56    0.28     0.29    0.22      0.62
C02                      8.00    7.66    3.20   33.25    5.68   17.26    0.54     0.46    0.17      1.21
C03                      8.14    7.48    1.14   32.87    8.63   36.29    0.33     0.32    0.06      0.79
C04                      9.98    8.69    0.81   35.36   13.28   45.73    0.59     0.42    0.04      1.29
C05                     30.28   29.93   17.21   61.59    5.38   15.20    0.65     0.64    0.59      0.48
C06                     30.83   28.75   10.17   60.55   11.87   32.48    1.26     1.13    0.56      0.94
C07                     32.70   29.15    5.42   60.91   17.16   51.92    0.79     0.80    0.26      0.53
C08                     34.69   29.24    1.32   60.99   23.73   82.32    0.79     0.62    0.05      0.68
C09                     53.42   53.40   33.66   78.11    4.99   13.95    0.81     0.85    0.92      0.42
C10                     54.89   52.62   23.47   77.64   10.73   29.95    0.98     1.04    1.02      0.32
C11                     56.98   52.37   16.14   77.50   16.58   45.13    0.75     0.94    0.74      0.21
C12                     56.38   50.50    9.36   76.38   19.93   62.47    0.46     0.65    0.40      0.30
C13                     57.63   67.23   65.49   85.62  -16.85   -9.97    0.77     0.66    0.34      0.20
C14                     70.07   62.94   63.70   83.41   21.03  -12.06    0.42     0.58    0.34      0.17
C15                     75.28   79.74   41.97   91.57   -3.25   25.82    0.34     0.33    1.08      0.23
